# Observed Icons8 Windows 11 Color Logos directory, 2026-09-09.
# Original category|Icons8 ID|source URL slug|original label
Adobe|rZObyIJRui2T|adobe-acrobat-reader|Adobe Acrobat Reader
Adobe|XJqAuI8VfoCe|adobe-after-effects|Adobe After Effects
Adobe|iZqY5SxbdoL6|adobe-animate|Adobe Animate
Adobe|uy9YlB1kyk1r|adobe-audition|Adobe Audition
Adobe|Ve7xiQku2fOC|adobe-bridge|Adobe Bridge
Adobe|Lq5kMukvoW5c|adobe-creative-cloud|Adobe Creative Cloud
Adobe|KYqDFUQ7hILt|adobe-digital-editions|Adobe Digital Editions
Adobe|Ie8LulhEwL9a|adobe-dreamweaver|Adobe Dreamweaver
Adobe|zm5u8iyc6Gz0|adobe-fireworks|Adobe Fireworks
Adobe|CDONCAIryoWE|adobe-flash|Adobe Flash
Adobe|sqotU513omoL|adobe-framemaker|Adobe FrameMaker
Adobe|QaT9iepDXQab|adobe-illustrator|Adobe Illustrator
Adobe|GRYhBqf5jdP9|adobe-indesign|Adobe Indesign
Adobe|x2Oc1Ou9EhlC|adobe-lightroom|Adobe Lightroom
Adobe|NeNPFdj7MzXi|adobe-photoshop|Adobe Photoshop
Adobe|87ZqKgnPMW8m|adobe-premiere-pro|Adobe Premiere Pro
Adobe|TF2CQcYTNqU2|adobe-xd|Adobe XD
Ai|eoxMN35Z6JKg|ai|AI
Ai|LoPeMbYQidFV|ai-chatting|AI Chatting
Ai|H5H0mqCCr5AV|anthropic|Anthropic
Ai|JJXWcefHiiDM|apple-intelligence|Apple Intelligence
Ai|Ic9mHRMy28L7|bolt-app|Bolt App
Ai|3Y0jNlArRM5J|character-ai|Character AI
Ai|ka3InxFU3QZa|chatgpt|ChatGPT
Ai|zQjzFjPpT2Ek|claude-ai|Claude Ai
Ai|tv7GSC4vCGHe|copy-ai|Copy AI
Ai|Kwms9QBiZhG2|cursor-ai|Cursor AI
Ai|BkO4pUrMKVOZ|deepai|DeepAI
Ai|THRPlyXrzBJk|deepseek|DeepSeek
Ai|rnK88i9FvAFO|gemini-ai|Gemini Ai
Ai|Yl9ip6CjqAEI|github-copilot|Github Copilot
Ai|8QGE7uQedCwQ|grok|Grok
Ai|nYpTA1hyYtTK|heygen|Heygen
Ai|NMHBRPq7cNs2|invideo-ai|InVideo AI
Ai|ij6f4GUUwLE8|jasper-ai|Jasper Ai
Ai|GRbutY7XG5eg|lovable|Lovable
Ai|PxQoyT1s0uFh|microsoft-copilot|Microsoft Copilot
Ai|2Wgfq9p8joZQ|midjourney|Midjourney
Ai|GEwnpUHOxl4r|otter-ai|Otter AI
Ai|L9b1q8e9tmcE|paradox-ai|Paradox Ai
Ai|kzJWN5jCDzpq|perplexity-ai|Perplexity Ai
Ai|FnhiFHcPQyOa|replit|Replit
Ai|JqGay9KXwqhP|sparkles|Sparkles
Ai|emezZ8DDFo8A|windows-copilot|Windows Copilot
Ai|d31ZyFhMRYFS|windsurf-editor|Windsurf Editor
Ai|nRvMQcFmAB3s|zerogpt|ZeroGPT
Apple|4PbFeZOKAc61|app-store|App Store
Apple|rrLYeEp8OwnC|apple-arcade|Apple Arcade
Apple|NBoIZyvMG8n1|apple-fitness|Apple Fitness
Apple|uoRwwh0lz3Jp|apple-inc|Apple Inc
Apple|T1gUp49gbBC6|apple-music-lyrics|Apple Music Lyrics
Apple|hCQjDhlJZbKP|apple-pay|Apple Pay
Apple|7Vg5ZDdi9vV5|apple-tv|Apple TV
Apple|SAf6Uemi4mMi|find-iphone|Find iPhone
Apple|DUr955fGCcud|home|Home
Apple|M2ynerrBS2HQ|imovie|IMovie
Apple|kFiioRwiTTII|ibooks|Ibooks
Apple|7rhqrO588QcU|mail|Mail
Apple|uzeKRJIGwbBY|maps|Maps
Apple|Bri4HBrgCsPa|music|Music
Apple|QxJOZlYVS5nS|shortcuts|Shortcuts
Apple|3cCrxzZF7LfB|swiftui|SwiftUI
Apple|sfXvsmczIAQf|testflight|TestFlight
Apple|BebbEec6QUjh|touch-id|Touch ID
Apple|t5sdtSeeCR78|translate-app|Translate App
Apple|06SDYXN73bSC|icloud|iCloud
Apple|7IsyGuieL8ae|ios-photos|iOS Photos
Browsers|uycHYyjZB4EH|1dm|1dm
Browsers|b3BL2Q2jPoHf|brave-ai|Brave AI
Browsers|cM42lftaD9Z3|brave-web-browser|Brave Web Browser
Browsers|ejub91zEY6Sl|chrome|Chrome
Browsers|YvigCkw9k5Ao|microsoft-edge|Microsoft Edge
Browsers|kvKGyuXKveWM|opera|Opera
Browsers|A60c5SUl5iwY|opera-gx|Opera GX
Browsers|qopg2DkQyGsl|vivaldi-web-browser|Vivaldi Web Browser
Browsers|akFPmzhez38d|waterfox|Waterfox
Enterprise|cSdaKVzg13zy|chime|Chime
Enterprise|gYRR6rys6REq|confluence|Confluence
Enterprise|W6e6YNTktWKr|datev|DATEV
Enterprise|ADpb9DWuC5Z0|desjardins|Desjardins
Enterprise|6j8BlqXoJBmD|nzxt|NZXT
Enterprise|JplU8dQJ6ZYB|qgenda|Qgenda
Enterprise|qBUrBi6MVyBy|quest-global|Quest Global
Enterprise|1gqQBFMnRCZu|square-and-compasses|Square and compasses
Enterprise|vo1jWiJUhREU|vmware-vsphere|VMware vSphere
Enterprise|995Ah2Szp29l|webex|Webex
Enterprise|FG4aE3YTPaM3|wellsfargo|Wellsfargo
Enterprise|WovKWSCrsTFO|xiaomi|Xiaomi
Enterprise|knoCiK8lVhcu|zoho-books|Zoho Books
Enterprise|aD1DRsiECm4R|zoho-crm|Zoho CRM
Cinema|GJTUa9i8YZ5Y|disney|Disney
Cinema|07ZeDviI2FK9|hbo|HBO
Cinema|bOjQ2udYgCcH|showtime|Showtime
Cloud storage|imNv1E4OxUrY|cloudify|Cloudify
Cloud storage|2dCsJ8Pa920S|nextcloud|Nextcloud
Cloud storage|mCXdA5LI4zc4|tyasuite|TYASuite
Cloud storage|R8RW44pV9UP4|virtualbox|VirtualBox
Cloud storage|zV2oegDWYzd1|wondershare-inclowdz|Wondershare Inclowdz
Cloud storage|EVDhH8C6a2wU|yandex-drive|Yandex Drive
Video games|keUC3hsUyOGS|age-of-empires-3|Age of Empires 3
Video games|2PKUDFm57IKr|among-us|Among Us
Video games|DEWVQzND7M0g|animal-crossing|Animal Crossing
Video games|3I8L6E9zvI5A|assassins-creed-logo|Assassins Creed Logo
Video games|mXRsJ8PcnbDY|atari|Atari
Video games|dnPbj9fEvGvl|battlenet|Battle.net
Video games|KgvrdgndkjCp|beamng|BeamNG
Video games|9xc8tSvhjr3z|call-of-duty-black-ops-3|Call Of Duty Black Ops 3
Video games|UShjaOX3rul9|call-of-duty-warzone|Call Of Duty Warzone
Video games|5l29cBQpcOxR|chess-com|Chess Com
Video games|fdbUTTNsuZNY|chess-titans|Chess Titans
Video games|qrbcn3WnglOM|color-switch|Color Switch
Video games|1QqZHb5JS4Nr|counter-strike|Counter Strike
Video games|xy5YMewNVlSJ|dolphin-emulator|Dolphin Emulator
Video games|5bzM1XgkYz8v|doom-logo|Doom Logo
Video games|Rqk11fzH1NQq|dota-2|Dota 2
Video games|VXCgXnZeWa5k|eneba|Eneba
Video games|elEa3n3Q6YTg|epic-games|Epic Games
Video games|MMfuZUGgatgj|euro-track-simulator-2|Euro Track Simulator 2
Video games|AdsrE6A08qX1|everything|Everything
Video games|ELCrzkEH98Io|ex-source|Ex Source
Video games|OjcVmPJ55gPs|forza-horizon-4|Forza Horizon 4
Video games|S82R0mhIAwEg|free-fire|Free Fire
Video games|7QSVaWtOLHCP|friday-night-funkin|Friday Night Funkin
Video games|U87P4PLCAef2|gog-galaxy|GOG Galaxy
Video games|c7wDY2TRDZHz|gta-5|GTA 5
Video games|12WTm6B0Si5v|gacha-club|Gacha Club
Video games|Y0sBHj2qiI62|gacha-life|Gacha Life
Video games|YTbMMLHYryHA|game-jolt|Game Jolt
Video games|PqVesnGD1emM|gamejolt|GameJolt
Video games|bzpq8WyJJ726|gameloop|Gameloop
Video games|21OmnJW4nhFj|gamers-club-anti-cheat|Gamers Club Anti Cheat
Video games|7zjhdLNWyPpS|garena|Garena
Video games|FDZnaYwaM9fI|garry%60s-mod|Garry`s Mod
Video games|UMjPnpMna57l|genshin-impact-logo|Genshin Impact Logo
Video games|2CdjeEXObOc4|geometry-dash|Geometry Dash
Video games|IYW4hm2l9bEX|gnome-chess|Gnome Chess
Video games|NuVgcqJUbjxV|grand-theft-auto-vi|Grand Theft Auto VI
Video games|LZHmYKvOuogP|guilded|Guilded
Video games|GrWMGWb0ByRZ|hitman-logo|Hitman Logo
Video games|dqefJcT197HU|jurassic-world-alive|Jurassic World Alive
Video games|f1ZPU9Xpm8Dh|minecraft-logo|Minecraft Logo
Video games|IjreXeKQgE2u|mobile-legends-bang-bang|Mobile Legends Bang Bang
Video games|eLp0UzmXETI1|nvidia|NVIDIA
Video games|g08XiudkUrJK|nintendo-64|Nintendo 64
Video games|8hpkwlo5DbJO|nintendo-switch-logo|Nintendo Switch Logo
Video games|tpHfMuT8vGEV|nintendo-wii-u|Nintendo Wii U
Video games|Fl22HDD5vgyK|nvidia-broadcast|Nvidia Broadcast
Video games|Yue9NiTHp5Qs|ps-2|PS 2
Video games|JHRkbA3XhI2q|ps-5|PS 5
Video games|1NIORMWM1Z3H|psp|PSP
Video games|Qp6A4btNBmjg|planet-zoo|Planet Zoo
Video games|LQvs2TUxXdFy|playstation|PlayStation
Video games|C7Xsc5jg9B0v|power-wash-simulator|Power Wash Simulator
Video games|iszpmy3uwHF8|prodigy|Prodigy
Video games|LdcjuHLxTBzD|progressbar95|Progressbar95
Video games|aUQ3Q0vhkDNK|p%D1%81-game|PС Game
Video games|isewJLsuA3SP|roblox|Roblox
Video games|f19hPKJY5zLi|roblox-studio|Roblox Studio
Video games|hQSBVk8KAnp1|rocket-league|Rocket League
Video games|fEzPBqrTCMzl|rockstar-social-club|Rockstar Social Club
Video games|XjIa7CEBsVkt|scrap-mechanic|Scrap Mechanic
Video games|XCLdlNwWf9IQ|sky-children-of-the-light|Sky: Children of the Light
Video games|Y3rt3Kzx2NPv|skyrim|Skyrim
Video games|LmpbS04owncV|splitgate-arena|Splitgate Arena
Video games|MnTEGSmQtDtV|star-stable|Star Stable
Video games|zNqjI8XKkCv0|steam|Steam
Video games|cs4hCeagrn0k|steelseries|Steelseries
Video games|iJlXIGbTMzca|stumble-guys|Stumble Guys
Video games|XznEJngRn9Q7|teardown|Teardown
Video games|vJRmcMqtI5o4|terraria|Terraria
Video games|GQOMD4U203Kh|uplay|Uplay
Video games|EvRunrEHk9JY|uplay-app|Uplay App
Video games|GjCK2f2wpZxt|valorant|Valorant
Video games|MOoWReM6RrWo|valve|Valve
Video games|zBGltOquatf5|wargaming|Wargaming
Video games|F2gKFXx0l438|world-of-tanks|World Of Tanks
Creative software|kZfsMn1p0gYK|adobe-firefly|Adobe Firefly
Creative software|TOclkP1ajlVB|affinity-designer|Affinity Designer
Creative software|Ye5R6GPpnt8y|affinity-photo|Affinity Photo
Creative software|xYw6Ba6mo3n3|affinity-publisher|Affinity Publisher
Creative software|K0awZ2jqlk5j|animaker|Animaker
Creative software|wMcpZStjX4W3|artfol|Artfol
Creative software|bphFyvEC3ns8|audiolab|Audiolab
Creative software|0CxBw6ZtJi4x|blackbox|BlackBox
Creative software|KDGdN57NLSJa|blender-3d|Blender 3D
Creative software|yaWlslDEf6EG|bubblehouse|Bubblehouse
Creative software|iWw83PVcBpLw|canva|Canva
Creative software|EZQdGLNeo7JI|canva-app|Canva App
Creative software|7GZ405B8I6GM|chatpdf|ChatPDF
Creative software|eavewjFaPQ2X|coreldraw|CorelDraw
Creative software|VebBfKKolxSI|coursehero|CourseHero
Creative software|kQSS04V7DmPz|elevenlabs|ElevenLabs
Creative software|FHnoYAFmyvu0|emby|Emby
Creative software|W0YEwBDDfTeu|figma|Figma
Creative software|3fSsGaXqQCUn|fliki|Fliki
Creative software|omuSvqfyybfC|gimp|GIMP
Creative software|lkMSew4dm8vn|hitfilm-express|HitFilm Express
Creative software|44Wj4quQ6JqJ|hitfilm-pro|HitFilm Pro
Creative software|1NlknvGjuYie|hotpot|Hotpot
Creative software|sop9ROXku5bb|hugging-face|Hugging Face
Creative software|7cyyxLNMDATG|inkscape|Inkscape
Creative software|GrXccK545jYK|inshot|Inshot
Creative software|lhZogEfTMFm6|looka|Looka
Creative software|5IkX6e0gBoNx|luminar|Luminar
Creative software|XHNgd9GzWLGS|lumion|Lumion
Creative software|K1rsKpfhqJqj|murf|Murf
Creative software|OSlKR4U450le|naturalreader|NaturalReader
Creative software|9Z1Ib2pu0Xi5|nicepage-logo|Nicepage Logo
Creative software|1A9UCgCkJcE5|nightcafe|NightCafe
Creative software|UxTtFtvb1H1f|paint-net|Paint Net
Creative software|aXQ4W4MBWLLA|pi|Pi
Creative software|YxAKTxFnjYYV|playht|PlayHT
Creative software|viCPJHTSnFkP|prism-launcher|Prism Launcher
Creative software|8j2aj07p3XXY|protondrive|Protondrive
Creative software|iyva43ugJ6j9|quillbot|Quillbot
Creative software|FTI9zYFQwp0y|replicate|Replicate
Creative software|7uBdyxPr0QPx|rider-jetbrains|Rider Jetbrains
Creative software|DpIYI1a8DczY|runway|Runway
Creative software|PmiBBmHvSYqq|staad-pro|STAAD Pro
Creative software|UiNWHS2mntct|staad-rcdc|STAAD RCDC
Creative software|SPHU4hDxxR35|simplenote|Simplenote
Creative software|2mNF42sPFlhD|simplified-ai|Simplified AI
Creative software|Rj4l6kYPwcTV|soulgen|Soulgen
Creative software|uJWPRfnx0QkQ|speechify|Speechify
Creative software|ND8NsjOdKTH1|stackedit|Stackedit
Creative software|KN3waNJfqm02|synthesia|Synthesia
Creative software|SC7aLpfudRwI|taskade|Taskade
Creative software|mVX4VZPnIMkd|tick-tick|Tick Tick
Creative software|TWEc2EMbqaFO|tome|Tome
Creative software|u1qk5aB77r2x|turnitin|TurnItIn
Creative software|AkLcA7YCsGlK|undetectable|Undetectable
Creative software|RuKpvzsH5uzm|wordtune|Wordtune
Creative software|TVCOjjlo1DcL|writesonic|WriteSonic
Creative software|wqOPhWcdX8tm|you|You
Eating places|qUuAvjEvecnb|foodpanda|Foodpanda
Eating places|fsGEJ8kWyURs|instacart|Instacart
Eating places|tpEHoPSOVXPm|starbucks|Starbucks
Eating places|Msk6PeBxArUC|talabat|Talabat
Eating places|QL2w4xOmTqeY|zelle|Zelle
Education|s9nCyigm01PJ|allen-career-institute|Allen Career Institute
Education|BkfU0ZXVFyva|anki|Anki
Education|uqnVdUjQyzW3|asper-school-of-business|Asper School Of Business
Education|0yT4J7mr5nPG|canvas-student|Canvas Student
Education|OKGz0jzlHifY|class-dojo|Class Dojo
Education|Jq3kxPQV5K0C|codewars|Codewars
Education|FL3BzcdAvM6Y|dailyart|Dailyart
Education|xC8UrfjJ0QAX|duolingo-logo|Duolingo Logo
Education|Lg28hPCJzib2|geogebra|GeoGebra
Education|9a63hqnQ1mOx|iserv|IServ
Education|7AcriyEFiunU|ifad|Ifad
Education|wwnOknMYj45d|instructure|Instructure
Education|svVSTY9iSQRt|khan-academy|Khan Academy
Education|BuPSWclkWLKB|learnlink|LearnLink
Education|sRvdebjmcSNL|mksap19|MKSAP19
Education|H1Kl2AOQ77yF|moodle|Moodle
Education|MOyzrUlbGa3N|scaler-academy|Scaler Academy
Education|UMSIXXTIs9E3|socratic|Socratic
Education|hqE9H5clfbwO|studentvue|StudentVUE
Education|xrpgGvQcrjTB|ted|Ted
Education|ifsRPXpjHhsj|undp|UNDP
Education|2J2NqcpR18Zx|unesco|UNESCO
Education|MYNoYNQRRYbp|unfpa|UNFPA
Education|PjVNgFMh3MkI|un-women|Un Women
Education|PmgBaT0a08zo|uptodate|UpToDate
Education|yKP7VTAKAGWz|uworld|Uworld
Education|ChXuK7Tk55qA|wfp|WFP
Google services|GsMdC9NCKCAD|blogger|Blogger
Google services|GsBZ74FbIf7a|chrome-web-store|Chrome Web Store
Google services|qyRpAggnV0zH|gmail|Gmail
Google services|ho8QlOYvMuG3|gmail-logo|Gmail Logo
Google services|aRxTaKgLxdl7|google-arts-and-culture|Google Arts And Culture
Google services|DccJYbpJcGz2|google-assistant|Google Assistant
Google services|QvWnAvQBL2Gk|google-authenticator|Google Authenticator
Google services|8nYUJdndt4lD|google-books|Google Books
Google services|DEJypxE54F9v|google-calendar|Google Calendar
Google services|DDDZGhkEYhFW|google-chat|Google Chat
Google services|Q7ugqmSRhVY4|google-classroom|Google Classroom
Google services|fpGM2cINbbu4|google-cloud|Google Cloud
Google services|pl3IewmCnUpu|google-contacts|Google Contacts
Google services|cpnGCcdUsLBP|google-data-studio|Google Data Studio
Google services|v0YYnU84T2c4|google-docs|Google Docs
Google services|VLr4hUR8iMGF|google-drive|Google Drive
Google services|Amxfz2Li0J6R|google-duo|Google Duo
Google services|kDkA1ZSrAjbv|google-files|Google Files
Google services|z7e0tPSC7IAj|google-finance|Google Finance
Google services|E4VmOrv6BZqd|google-forms|Google Forms
Google services|oGK1d15hdg6k|google-home|Google Home
Google services|3BW4y2Kk9nCc|google-keep|Google Keep
Google services|SEHsYigx9DvU|google-keep-new|Google Keep New
Google services|y9LJ0mNaH6XG|google-maps|Google Maps
Google services|Nja00lAQ9VQc|google-meet|Google Meet
Google services|QdtLhDFaX7JO|google-myadcenter|Google Myadcenter
Google services|eGZs8grn6szD|google-news|Google News
Google services|wQYriGa25kye|google-one|Google One
Google services|KeCyyDy6KmOt|google-password|Google Password
Google services|d3FdjviJ7gNe|google-pay|Google Pay
Google services|w0MU3YDSYG7T|google-pay-new|Google Pay New
Google services|o2jtQN5wD3sD|google-photos|Google Photos
Google services|2m4kkop8aUO5|google-planet|Google Planet
Google services|rZwnRdJyYqRi|google-play|Google Play
Google services|XwXCkK3C9Aqr|google-play-movies-and-tv|Google Play Movies And TV
Google services|L1ws9zn2uD01|google-play-store|Google Play Store
Google services|5E9iVUEbxn9Y|google-save|Google Save
Google services|6yIWVyFTE0no|google-sheets|Google Sheets
Google services|c7C3WF9bbIow|google-shopping|Google Shopping
Google services|sAJSMRqrRHi1|google-sites|Google Sites
Google services|69EdmKEwu7JV|google-sketchup|Google Sketchup
Google services|joSAjc9l7dOp|google-slides|Google Slides
Google services|FRoufwIQTv8p|google-tasks|Google Tasks
Google services|0rqu8jqJI1c7|google-translate-new|Google Translate New
Google services|WAtg04J2gEY1|google-travel|Google Travel
Google services|CI0N8SQbMpmc|google-vids|Google Vids
Google services|F1NtVoU6TUr8|google-voice|Google Voice
Google services|30tnEojijX27|jamboard|Jamboard
Google services|4ETK0fSAU6ht|play-games|Play Games
Google services|V5rVzStr5qA9|youtube-shorts|YouTube Shorts
Hardware|XZpuIviKKqAk|amd|AMD
Hardware|ajfiSCDWv2KM|arm-logo|ARM Logo
Hardware|TVZngiA6fahK|blu-ray|Blu-ray
Hardware|hWY1QpkO7eqN|dymo-connect|Dymo Connect
Hardware|9kNMt0nIMrCH|hp-omen|HP Omen
Hardware|UjcGNVXknmz3|linux-terminal|Linux Terminal
Hardware|gQGF4A6ClZwU|vocera|Vocera
Marketing|qXfy311Xs7c2|target-logo|Target logo
Marketing|jl4HPwo4RWy5|vinted|Vinted
Marketing|yXxr92YdER87|zendesk|Zendesk
Messengers|hSHZ5awvK78n|anti-wechat|Anti WeChat
Messengers|x0zZYMMWiyLf|arattai|Arattai
